date_incident_concat,date_reported,year_reported,year_month_reported,year_qtr_reported,incident_id,nearest_port_code,nearest_port_name,nearest_port_state,nearest_port_lat,nearest_port_lng,incident_lat,incident_lng,fatalities,missing,casualties,survivors,female_casualties,male_casualties,child_casualties,cause_of_death_code,cause_of_death,cause_of_death_category,location_code,location_desc,url_code,url_desc,source_quality_code,source_desc
2015-02-18|40889,2015-02-18,2015,2015-2,2015-1,40889,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-02-21|40891,2015-02-21,2015,2015-2,2015-1,40891,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,1,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-02-21|40890,2015-02-21,2015,2015-2,2015-1,40890,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,1,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-02-23|40892,2015-02-23,2015,2015-2,2015-1,40892,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-03-06|40895,2015-03-06,2015,2015-3,2015-1,40895,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10163,http://bit.ly/2h1YRrz,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-03-17|40896,2015-03-17,2015,2015-3,2015-1,40896,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-03-17|40897,2015-03-17,2015,2015-3,2015-1,40897,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-03-26|40574,2015-03-26,2015,2015-3,2015-1,40574,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,143,Excessive Physical Abuse,Violence,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-03-26|41095,2015-03-26,2015,2015-3,2015-1,41095,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,149,Violence,Violence,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-03-31|40899,2015-03-31,2015,2015-3,2015-1,40899,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-04-06|40900,2015-04-06,2015,2015-4,2015-2,40900,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-04-13|40902,2015-04-13,2015,2015-4,2015-2,40902,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-04-13|40903,2015-04-13,2015,2015-4,2015-2,40903,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-04-23|40905,2015-04-23,2015,2015-4,2015-2,40905,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-04-23|40904,2015-04-23,2015,2015-4,2015-2,40904,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-05-12|40635,2015-05-12,2015,2015-5,2015-2,40635,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,109,Hypothermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-05-22|40908,2015-05-22,2015,2015-5,2015-2,40908,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-05-28|40911,2015-05-28,2015,2015-5,2015-2,40911,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-05-28|40910,2015-05-28,2015,2015-5,2015-2,40910,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-05-30|40912,2015-05-30,2015,2015-5,2015-2,40912,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-01|40615,2015-06-01,2015,2015-6,2015-2,40615,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-01|40614,2015-06-01,2015,2015-6,2015-2,40614,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,1,,,108,Hyperthermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-03|40914,2015-06-03,2015,2015-6,2015-2,40914,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-08|40616,2015-06-08,2015,2015-6,2015-2,40616,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-08|40915,2015-06-08,2015,2015-6,2015-2,40915,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-10|40916,2015-06-10,2015,2015-6,2015-2,40916,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-13|40640,2015-06-13,2015,2015-6,2015-2,40640,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,109,Hypothermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-24|40955,2015-08-24,2015,2015-8,2015-3,40955,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-16|40917,2015-06-16,2015,2015-6,2015-2,40917,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-16|40641,2015-06-16,2015,2015-6,2015-2,40641,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,109,Hypothermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-16|40636,2015-06-16,2015,2015-6,2015-2,40636,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,1,,,109,Hypothermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-17|40642,2015-06-17,2015,2015-6,2015-2,40642,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,109,Hypothermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-17|40918,2015-06-17,2015,2015-6,2015-2,40918,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-18|40919,2015-06-18,2015,2015-6,2015-2,40919,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-18|40643,2015-06-18,2015,2015-6,2015-2,40643,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,109,Hypothermia,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-20|40581,2015-06-20,2015,2015-6,2015-2,40581,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,105,Exposure,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-22|40582,2015-06-22,2015,2015-6,2015-2,40582,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,105,Exposure,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-27|40920,2015-06-27,2015,2015-6,2015-2,40920,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-28|40583,2015-06-28,2015,2015-6,2015-2,40583,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,105,Exposure,Exposure,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-06-30|40921,2015-06-30,2015,2015-6,2015-2,40921,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-01|40923,2015-07-01,2015,2015-7,2015-3,40923,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-01|40922,2015-07-01,2015,2015-7,2015-3,40922,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-02|40926,2015-07-02,2015,2015-7,2015-3,40926,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-04|40927,2015-07-04,2015,2015-7,2015-3,40927,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-09|40928,2015-07-09,2015,2015-7,2015-3,40928,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-11|40929,2015-07-11,2015,2015-7,2015-3,40929,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-14|40930,2015-07-14,2015,2015-7,2015-3,40930,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-15|40573,2015-07-15,2015,2015-7,2015-3,40573,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,121,Envenomation,Medical-related,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-16|40931,2015-07-16,2015,2015-7,2015-3,40931,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-28|40935,2015-07-28,2015,2015-7,2015-3,40935,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-29|40936,2015-07-29,2015,2015-7,2015-3,40936,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-24|40385,2015-08-24,2015,2015-8,2015-3,40385,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,102,Drowning,Drowning,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-30|40938,2015-07-30,2015,2015-7,2015-3,40938,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-30|40937,2015-07-30,2015,2015-7,2015-3,40937,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-07-31|40662,2015-07-31,2015,2015-7,2015-3,40662,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,145,Murdered,Violence,1241,Pima County jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-01|40939,2015-08-01,2015,2015-8,2015-3,40939,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-04|40618,2015-08-04,2015,2015-8,2015-3,40618,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-05|40619,2015-08-05,2015,2015-8,2015-3,40619,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-08|40620,2015-08-08,2015,2015-8,2015-3,40620,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-10|40621,2015-08-10,2015,2015-8,2015-3,40621,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-11|40942,2015-08-11,2015,2015-8,2015-3,40942,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-13|40622,2015-08-13,2015,2015-8,2015-3,40622,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-14|40623,2015-08-14,2015,2015-8,2015-3,40623,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-16|40944,2015-08-16,2015,2015-8,2015-3,40944,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-17|40947,2015-08-17,2015,2015-8,2015-3,40947,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-18|40625,2015-08-18,2015,2015-8,2015-3,40625,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-18|40626,2015-08-18,2015,2015-8,2015-3,40626,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-18|40624,2015-08-18,2015,2015-8,2015-3,40624,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-19|40948,2015-08-19,2015,2015-8,2015-3,40948,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-20|40627,2015-08-20,2015,2015-8,2015-3,40627,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-21|40628,2015-08-21,2015,2015-8,2015-3,40628,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-21|40950,2015-08-21,2015,2015-8,2015-3,40950,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-21|40949,2015-08-21,2015,2015-8,2015-3,40949,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-22|40951,2015-08-22,2015,2015-8,2015-3,40951,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-22|40952,2015-08-22,2015,2015-8,2015-3,40952,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-23|40629,2015-08-23,2015,2015-8,2015-3,40629,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-25|40957,2015-08-25,2015,2015-8,2015-3,40957,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-25|40958,2015-08-25,2015,2015-8,2015-3,40958,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,1,,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-27|40961,2015-08-27,2015,2015-8,2015-3,40961,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-28|40962,2015-08-28,2015,2015-8,2015-3,40962,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-08-28|40630,2015-08-28,2015,2015-8,2015-3,40630,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-01|40964,2015-09-01,2015,2015-9,2015-3,40964,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-03|40968,2015-09-03,2015,2015-9,2015-3,40968,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-05|40969,2015-09-05,2015,2015-9,2015-3,40969,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-06|40971,2015-09-06,2015,2015-9,2015-3,40971,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-06|40970,2015-09-06,2015,2015-9,2015-3,40970,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-07|40974,2015-09-07,2015,2015-9,2015-3,40974,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-07|40972,2015-09-07,2015,2015-9,2015-3,40972,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-07|40973,2015-09-07,2015,2015-9,2015-3,40973,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,131,Unknown,Unknown,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2015-09-09|40631,2015-09-09,2015,2015-9,2015-3,40631,2606,Sasabe,Arizona,31.488609999999998,-111.54138999999999,31.6214373,-111.9300934,1,0,1,,,1,,108,Hyperthermia,Exposure,1236,Pima County,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
